Conviction_Points,Geo_Risk,Years_of_Experience,Vehicle_Type,Vehicle_Age,Driver_Age,License_Type,Gender,Normalized_Risk_Score
15,8,0,Motorcycle,15,34,Motorcycle,Male,0.8943298969
2,1,45,Car,8,53,Commercial,Male,0.09536082474
11,7,20,Motorcycle,12,59,Commercial,Male,0.6237113402
2,7,28,Car,7,56,Motorcycle,Female,0.3041237113
1,6,38,Car,3,46,Commercial,Female,0.1881443299
14,0,11,Car,2,29,Motorcycle,Female,0.4613402062
19,5,30,Motorcycle,8,65,Commercial,Female,0.7268041237
16,5,0,Motorcycle,4,18,Commercial,Female,0.6520618557
11,6,35,Car,12,36,Motorcycle,Male,0.4690721649
1,5,41,Motorcycle,12,55,Commercial,Male,0.1778350515
1,3,26,Car,13,56,Motorcycle,Male,0.2422680412
13,3,14,Car,18,32,Commercial,Male,0.3969072165
6,8,18,Motorcycle,15,29,Commercial,Male,0.5231958763
13,3,24,Motorcycle,8,55,Motorcycle,Female,0.5927835052
6,9,24,Car,12,28,Commercial,Female,0.4639175258
19,3,14,Car,7,41,Motorcycle,Male,0.7989690722
16,3,7,Motorcycle,3,25,Commercial,Male,0.6391752577
3,6,23,Motorcycle,2,41,Commercial,Male,0.1726804124
14,10,41,Car,8,42,Motorcycle,Male,0.5515463918
2,10,19,Car,4,35,Commercial,Male,0.412371134
5,4,2,Motorcycle,12,34,Motorcycle,Female,0.5695876289
7,2,42,Motorcycle,12,46,Commercial,Female,0.2860824742
15,5,49,Motorcycle,13,68,Commercial,Female,0.4768041237
14,1,29,Car,18,39,Motorcycle,Female,0.5283505155
3,8,1,Car,15,36,Commercial,Female,0.5515463918
20,9,21,Car,8,29,Motorcycle,Male,0.8479381443
7,8,17,Motorcycle,12,42,Commercial,Male,0.5567010309
7,5,25,Car,7,43,Commercial,Male,0.4304123711
19,8,14,Motorcycle,3,44,Motorcycle,Male,0.8891752577
6,3,22,Motorcycle,2,56,Commercial,Male,0.4278350515
19,0,15,Motorcycle,8,64,Motorcycle,Female,0.7783505155
17,6,15,Motorcycle,4,33,Commercial,Female,0.5335051546
11,3,18,Car,12,55,Commercial,Female,0.5618556701
3,1,11,Car,12,51,Motorcycle,Female,0.3840206186
13,7,24,Car,13,39,Commercial,Female,0.618556701
4,8,5,Car,18,31,Motorcycle,Male,0.5463917526
19,3,43,Motorcycle,15,48,Commercial,Male,0.6005154639
6,7,6,Motorcycle,8,38,Commercial,Male,0.6030927835
11,6,41,Car,12,48,Motorcycle,Male,0.4226804124
14,7,43,Car,7,45,Commercial,Male,0.4974226804
18,9,47,Car,3,52,Motorcycle,Female,0.5953608247
12,6,12,Car,2,47,Commercial,Female,0.6726804124
3,9,12,Car,8,20,Commercial,Male,0.5051546392
5,6,11,Motorcycle,4,29,Motorcycle,Male,0.2628865979
7,7,37,Motorcycle,12,45,Commercial,Male,0.3891752577
14,8,18,Motorcycle,12,52,Motorcycle,Male,0.7293814433
11,5,9,Motorcycle,13,19,Commercial,Male,0.7087628866
9,6,8,Car,18,69,Commercial,Female,0.6262886598
11,3,9,Car,15,27,Motorcycle,Female,0.3917525773
16,7,8,Car,8,40,Commercial,Female,0.8195876289
7,2,0,Motorcycle,12,41,Motorcycle,Female,0.6108247423
1,7,32,Car,7,42,Commercial,Female,0.2474226804
18,8,12,Car,3,21,Commercial,Male,0.8788659794
0,2,20,Motorcycle,2,51,Motorcycle,Male,0.2757731959
9,3,24,Motorcycle,8,42,Commercial,Male,0.2886597938
8,1,15,Car,4,45,Motorcycle,Male,0.4819587629
18,8,23,Motorcycle,12,69,Commercial,Male,0.793814433
11,1,12,Motorcycle,12,30,Commercial,Female,0.3608247423
19,0,17,Car,13,57,Motorcycle,Female,0.7371134021
17,10,23,Car,18,44,Commercial,Female,0.7680412371
15,10,9,Motorcycle,15,55,Motorcycle,Female,0.8505154639
3,0,45,Motorcycle,8,70,Commercial,Female,0.1340206186
10,5,34,Car,12,49,Commercial,Male,0.4381443299
14,1,32,Motorcycle,7,56,Motorcycle,Male,0.5309278351
15,10,41,Car,3,46,Commercial,Male,0.5773195876
1,5,6,Motorcycle,2,54,Motorcycle,Male,0.4484536082
12,0,27,Car,8,37,Commercial,Male,0.4793814433
11,3,5,Car,4,23,Commercial,Female,0.456185567
7,8,19,Motorcycle,12,65,Motorcycle,Female,0.5412371134
11,0,7,Car,12,25,Commercial,Male,0.368556701
13,8,1,Car,13,33,Motorcycle,Male,0.8092783505
2,9,33,Car,18,52,Commercial,Male,0.2912371134
1,4,13,Motorcycle,15,31,Commercial,Male,0.1958762887
16,6,33,Car,8,42,Motorcycle,Male,0.6134020619
1,9,33,Motorcycle,12,65,Commercial,Female,0.2912371134
16,0,3,Car,7,61,Motorcycle,Female,0.7680412371
1,1,22,Motorcycle,3,37,Commercial,Female,0.2731958763
1,7,37,Car,2,66,Commercial,Female,0.2087628866
12,2,11,Motorcycle,8,29,Motorcycle,Female,0.3530927835
6,6,33,Motorcycle,4,52,Commercial,Male,0.381443299
8,3,3,Car,12,42,Motorcycle,Male,0.6005154639
8,4,13,Car,12,39,Commercial,Male,0.5360824742
13,4,34,Motorcycle,13,67,Commercial,Male,0.5283505155
10,5,15,Motorcycle,18,40,Motorcycle,Male,0.6108247423
19,0,43,Motorcycle,15,51,Commercial,Female,0.5618556701
18,0,33,Motorcycle,8,69,Motorcycle,Female,0.6134020619
0,8,30,Motorcycle,12,57,Commercial,Female,0.2757731959
4,6,41,Car,7,61,Commercial,Female,0.2422680412
0,6,28,Motorcycle,3,50,Motorcycle,Female,0.2654639175
5,10,9,Car,2,36,Commercial,Male,0.5670103093
15,4,11,Car,8,34,Motorcycle,Male,0.7319587629
19,8,5,Car,4,23,Commercial,Male,0.8041237113
15,9,48,Motorcycle,12,49,Commercial,Male,0.5360824742
19,0,9,Motorcycle,12,38,Motorcycle,Male,0.824742268
12,7,32,Motorcycle,13,45,Commercial,Female,0.5567010309
13,5,21,Motorcycle,18,60,Motorcycle,Female,0.6417525773
10,6,36,Motorcycle,15,39,Commercial,Male,0.4613402062
20,3,11,Car,8,24,Commercial,Male,0.8737113402
9,10,35,Motorcycle,12,41,Motorcycle,Male,0.4948453608
16,9,44,Motorcycle,7,66,Commercial,Male,0.5927835052
6,0,2,Car,3,57,Motorcycle,Male,0.5180412371
3,4,32,Motorcycle,2,49,Commercial,Female,0.2860824742
16,2,28,Motorcycle,8,70,Commercial,Female,0.6262886598
0,1,8,Motorcycle,4,26,Motorcycle,Female,0.1391752577
1,10,10,Car,12,60,Commercial,Female,0.456185567
18,7,35,Car,12,70,Motorcycle,Female,0.662371134
0,1,29,Motorcycle,13,53,Commercial,Male,0.1932989691
11,0,43,Motorcycle,18,45,Commercial,Male,0.3556701031
18,2,41,Motorcycle,15,53,Motorcycle,Male,0.5773195876
18,7,1,Motorcycle,8,19,Commercial,Male,0.8067010309
15,8,37,Car,12,56,Motorcycle,Male,0.5824742268
15,10,29,Motorcycle,7,52,Commercial,Female,0.6958762887
7,8,33,Car,3,46,Commercial,Female,0.4072164948
12,0,35,Car,2,54,Motorcycle,Female,0.4175257732
13,6,22,Car,8,40,Commercial,Female,0.4664948454
18,5,16,Car,4,27,Motorcycle,Female,0.7835051546
14,4,20,Car,12,49,Commercial,Male,0.6365979381
14,7,33,Motorcycle,12,64,Commercial,Male,0.6005154639
20,4,3,Car,13,43,Motorcycle,Male,0.9226804124
7,0,2,Car,18,20,Commercial,Male,0.3453608247
12,6,5,Car,15,23,Motorcycle,Male,0.4432989691
11,10,36,Motorcycle,8,49,Commercial,Female,0.5386597938
12,4,8,Motorcycle,12,47,Commercial,Female,0.7036082474
15,6,24,Car,7,58,Motorcycle,Male,0.6572164948
11,4,25,Car,3,42,Commercial,Male,0.5206185567
13,0,25,Car,2,66,Motorcycle,Male,0.5206185567
14,2,37,Car,8,48,Commercial,Male,0.4793814433
18,8,10,Motorcycle,4,38,Commercial,Male,0.8943298969
4,7,13,Motorcycle,12,31,Motorcycle,Female,0.3505154639
1,8,3,Car,12,52,Commercial,Female,0.4845360825
17,10,21,Motorcycle,13,43,Motorcycle,Female,0.8092783505
17,6,40,Car,18,62,Commercial,Female,0.5850515464
16,4,13,Car,15,23,Commercial,Female,0.7680412371
9,4,32,Car,8,50,Motorcycle,Male,0.4149484536
16,9,42,Motorcycle,12,59,Commercial,Male,0.6082474227
2,8,5,Motorcycle,7,22,Motorcycle,Male,0.5463917526
15,4,21,Car,3,53,Commercial,Male,0.6546391753
17,5,40,Motorcycle,2,41,Commercial,Male,0.5979381443
20,3,13,Motorcycle,8,60,Motorcycle,Female,0.8582474227
6,4,2,Motorcycle,4,20,Commercial,Female,0.4278350515
0,10,34,Motorcycle,12,36,Motorcycle,Female,0.2706185567
6,2,0,Car,12,28,Commercial,Female,0.5592783505
12,2,44,Motorcycle,13,66,Commercial,Female,0.3994845361
15,7,39,Car,18,66,Motorcycle,Male,0.5541237113
10,9,27,Car,15,45,Commercial,Male,0.381443299
2,5,28,Car,8,46,Motorcycle,Male,0.131443299
8,2,17,Car,12,40,Commercial,Male,0.4793814433
6,1,32,Car,7,68,Commercial,Male,0.2989690722
2,4,32,Motorcycle,3,55,Motorcycle,Female,0.2603092784
0,4,11,Car,2,51,Commercial,Female,0.3453608247
10,1,9,Car,8,27,Motorcycle,Male,0.324742268
12,8,6,Car,4,64,Commercial,Male,0.7448453608
3,9,18,Motorcycle,12,38,Commercial,Male,0.4587628866
9,2,33,Car,12,61,Motorcycle,Male,0.381443299
7,5,5,Car,13,45,Commercial,Male,0.5850515464
16,8,17,Motorcycle,18,66,Motorcycle,Female,0.7886597938
10,2,10,Car,15,53,Commercial,Female,0.5850515464
4,9,12,Car,8,23,Commercial,Female,0.5309278351
17,4,41,Car,12,45,Motorcycle,Female,0.5515463918
3,9,17,Motorcycle,7,28,Commercial,Female,0.4664948454
5,6,31,Motorcycle,3,55,Motorcycle,Male,0.3711340206
6,1,3,Car,2,55,Commercial,Male,0.5231958763
11,10,40,Car,8,51,Commercial,Male,0.4819587629
2,2,34,Motorcycle,4,66,Motorcycle,Male,0.2190721649
7,6,23,Motorcycle,12,41,Commercial,Male,0.337628866
19,2,30,Car,12,69,Motorcycle,Female,0.662371134
20,0,6,Car,13,53,Commercial,Female,0.8479381443
9,0,0,Motorcycle,18,67,Commercial,Female,0.6365979381
0,6,4,Car,15,54,Motorcycle,Female,0.425257732
16,9,4,Motorcycle,8,26,Commercial,Female,0.9020618557
17,6,11,Motorcycle,12,29,Motorcycle,Male,0.5798969072
8,2,0,Motorcycle,7,31,Commercial,Male,0.6365979381
19,3,13,Car,3,31,Commercial,Male,0.6365979381
15,2,22,Motorcycle,2,64,Motorcycle,Male,0.6469072165
16,0,30,Car,8,39,Commercial,Male,0.5592783505
17,9,39,Car,4,49,Motorcycle,Female,0.631443299
10,6,29,Motorcycle,12,34,Commercial,Female,0.5154639175
17,1,22,Motorcycle,12,70,Commercial,Male,0.6855670103
3,10,3,Motorcycle,13,21,Motorcycle,Male,0.4587628866
7,4,49,Motorcycle,18,63,Commercial,Male,0.2577319588
9,4,26,Car,15,42,Motorcycle,Male,0.4613402062
3,2,11,Motorcycle,8,61,Commercial,Male,0.4226804124
7,5,2,Motorcycle,12,55,Commercial,Female,0.6340206186
16,10,21,Car,7,39,Motorcycle,Female,0.7577319588
2,2,12,Car,3,39,Commercial,Female,0.3634020619
4,3,16,Motorcycle,2,29,Motorcycle,Female,0.4226804124
4,2,2,Motorcycle,8,60,Commercial,Female,0.5180412371
6,3,27,Motorcycle,4,65,Commercial,Male,0.3891752577
0,8,12,Motorcycle,12,66,Motorcycle,Male,0.4149484536
17,10,13,Motorcycle,12,31,Commercial,Male,0.6546391753
5,2,35,Car,13,50,Motorcycle,Male,0.2628865979
19,4,0,Motorcycle,18,25,Commercial,Male,0.9458762887
14,7,13,Car,15,29,Commercial,Female,0.7293814433
8,10,37,Motorcycle,8,57,Motorcycle,Female,0.4536082474
2,3,18,Car,12,58,Commercial,Female,0.3298969072
17,3,2,Motorcycle,7,20,Motorcycle,Female,0.6365979381
15,10,10,Car,3,64,Commercial,Female,0.8170103093
16,3,19,Motorcycle,2,28,Commercial,Male,0.7087628866
8,6,44,Motorcycle,8,67,Motorcycle,Male,0.3479381443
12,2,27,Motorcycle,4,41,Commercial,Male,0.5309278351
7,5,9,Car,12,49,Motorcycle,Male,0.5541237113
12,8,48,Motorcycle,12,56,Commercial,Male,0.4458762887
0,7,38,Motorcycle,13,50,Commercial,Female,0.2010309278
20,3,12,Car,18,65,Motorcycle,Female,0.8402061856
11,3,47,Motorcycle,15,48,Commercial,Male,0.3634020619
11,7,0,Car,8,18,Motorcycle,Male,0.4845360825
8,2,12,Motorcycle,12,30,Commercial,Male,0.2577319588
0,2,38,Car,7,39,Commercial,Male,0.1108247423
20,0,5,Motorcycle,3,29,Motorcycle,Male,0.881443299
13,7,22,Car,2,46,Commercial,Female,0.6340206186
13,10,12,Motorcycle,8,28,Motorcycle,Female,0.7757731959
5,0,2,Motorcycle,4,41,Commercial,Female,0.5180412371
15,9,0,Motorcycle,12,31,Commercial,Female,0.9072164948
7,5,0,Car,12,18,Motorcycle,Female,0.2706185567
18,4,24,Motorcycle,13,31,Commercial,Male,0.7345360825
4,8,16,Motorcycle,18,34,Motorcycle,Male,0.2860824742
14,6,29,Car,15,46,Commercial,Male,0.5927835052
12,4,28,Motorcycle,8,39,Commercial,Male,0.5489690722
5,1,12,Motorcycle,12,30,Motorcycle,Male,0.2989690722
16,6,4,Motorcycle,7,55,Commercial,Female,0.8634020619
4,5,8,Car,3,35,Motorcycle,Female,0.4845360825
9,8,18,Car,2,55,Commercial,Female,0.574742268
4,10,45,Car,8,51,Commercial,Female,0.2628865979
16,7,28,Motorcycle,4,64,Motorcycle,Female,0.6907216495
18,4,7,Motorcycle,12,23,Commercial,Male,0.8917525773
5,2,8,Motorcycle,12,27,Motorcycle,Male,0.4974226804
14,2,16,Motorcycle,13,41,Commercial,Male,0.6675257732
3,9,22,Car,18,38,Commercial,Male,0.4020618557
16,0,42,Car,15,45,Motorcycle,Male,0.4664948454
0,1,15,Car,8,47,Commercial,Female,0.2757731959
17,4,20,Motorcycle,12,41,Motorcycle,Female,0.7396907216
9,9,28,Car,7,46,Commercial,Male,0.3556701031
18,4,21,Motorcycle,3,52,Commercial,Male,0.7577319588
1,3,0,Car,2,18,Motorcycle,Male,0.2912371134
16,0,33,Motorcycle,8,37,Commercial,Male,0.5618556701
17,5,2,Car,4,58,Motorcycle,Male,0.8659793814
12,10,27,Motorcycle,12,45,Commercial,Female,0.4716494845
6,8,26,Motorcycle,12,61,Commercial,Female,0.4613402062
19,8,11,Motorcycle,13,52,Motorcycle,Female,0.912371134
4,7,24,Car,18,63,Commercial,Female,0.3865979381
3,2,15,Car,15,32,Motorcycle,Female,0.3659793814
6,5,26,Motorcycle,8,44,Commercial,Male,0.2603092784
4,1,25,Motorcycle,12,68,Commercial,Male,0.3273195876
18,5,5,Motorcycle,7,34,Motorcycle,Male,0.8943298969
19,2,22,Car,3,44,Commercial,Male,0.7242268041
6,1,3,Car,2,21,Motorcycle,Male,0.3092783505
12,2,29,Motorcycle,8,50,Commercial,Female,0.5154639175
3,10,12,Motorcycle,4,25,Commercial,Female,0.5180412371
14,9,44,Car,12,53,Motorcycle,Female,0.5154639175
19,6,20,Car,12,51,Commercial,Female,0.7912371134
17,7,23,Motorcycle,13,41,Motorcycle,Female,0.5773195876
3,4,33,Motorcycle,18,66,Commercial,Male,0.2783505155
3,6,11,Car,15,53,Commercial,Male,0.4484536082
1,1,3,Motorcycle,8,21,Motorcycle,Male,0.1134020619
19,5,30,Car,12,56,Commercial,Male,0.7010309278
4,7,0,Motorcycle,7,18,Motorcycle,Male,0.2680412371
7,5,11,Motorcycle,3,67,Commercial,Female,0.5644329897
10,4,6,Car,2,56,Commercial,Female,0.6417525773
10,8,31,Car,8,58,Motorcycle,Male,0.5
17,2,7,Motorcycle,4,25,Commercial,Male,0.6056701031
18,9,41,Car,12,44,Motorcycle,Male,0.6417525773
16,6,21,Car,12,36,Commercial,Male,0.706185567
0,1,10,Car,13,30,Commercial,Male,0.3144329897
4,8,6,Motorcycle,18,24,Motorcycle,Female,0.4278350515
2,10,17,Car,15,51,Commercial,Female,0.4278350515
13,7,8,Motorcycle,8,26,Motorcycle,Female,0.5360824742
1,9,6,Motorcycle,12,54,Commercial,Female,0.5
2,1,11,Motorcycle,7,43,Commercial,Female,0.3840206186
2,1,5,Motorcycle,3,23,Motorcycle,Male,0.1237113402
19,1,29,Car,2,45,Commercial,Male,0.6572164948
20,9,13,Car,8,42,Motorcycle,Male,0.9097938144
12,7,18,Motorcycle,4,36,Commercial,Male,0.4484536082
7,9,19,Car,12,49,Commercial,Male,0.5283505155
13,8,7,Car,12,51,Motorcycle,Female,0.7628865979
17,9,16,Motorcycle,13,69,Commercial,Female,0.8350515464
19,3,6,Car,18,51,Motorcycle,Female,0.8608247423
12,10,40,Car,15,44,Commercial,Female,0.5077319588
17,10,15,Car,8,49,Commercial,Female,0.8298969072
0,5,2,Car,12,32,Motorcycle,Male,0.4278350515
1,1,10,Car,7,30,Commercial,Male,0.3402061856
4,1,41,Car,3,53,Motorcycle,Male,0.1778350515
10,0,42,Car,2,42,Commercial,Male,0.3118556701
10,7,8,Motorcycle,8,26,Commercial,Male,0.4432989691
0,6,9,Car,4,27,Motorcycle,Female,0.2319587629
2,2,10,Car,12,70,Commercial,Female,0.3788659794
1,10,10,Car,12,57,Motorcycle,Male,0.456185567
13,6,11,Car,13,29,Commercial,Male,0.5515463918
19,4,17,Car,18,30,Commercial,Male,0.7886597938
15,1,35,Car,15,35,Motorcycle,Male,0.5077319588
17,0,36,Motorcycle,8,53,Commercial,Male,0.5644329897
4,4,36,Car,12,50,Motorcycle,Female,0.2551546392
7,4,17,Motorcycle,7,18,Commercial,Female,0.5309278351
6,7,49,Car,3,64,Commercial,Female,0.2448453608
9,0,21,Car,2,29,Motorcycle,Female,0.4484536082
15,0,27,Motorcycle,8,37,Commercial,Female,0.5824742268
18,7,25,Car,4,42,Motorcycle,Male,0.7396907216
10,9,11,Car,12,29,Commercial,Male,0.3891752577
18,0,8,Car,12,69,Commercial,Male,0.7809278351
2,6,33,Car,13,46,Motorcycle,Male,0.2525773196
17,9,17,Motorcycle,18,35,Commercial,Male,0.5953608247
3,4,9,Motorcycle,15,22,Motorcycle,Female,0.4896907216
19,6,11,Car,8,40,Commercial,Female,0.8608247423
16,10,22,Motorcycle,12,40,Commercial,Female,0.574742268
12,7,1,Motorcycle,7,19,Motorcycle,Female,0.4664948454
3,6,28,Car,3,63,Commercial,Female,0.3170103093
13,6,16,Motorcycle,2,19,Motorcycle,Male,0.7190721649
2,6,8,Car,8,26,Commercial,Male,0.1365979381
20,0,2,Car,4,41,Commercial,Male,0.8788659794
3,7,8,Motorcycle,12,65,Motorcycle,Male,0.5103092784
17,5,33,Car,12,34,Commercial,Male,0.6262886598
12,2,48,Car,13,56,Motorcycle,Female,0.3427835052
6,2,14,Motorcycle,18,40,Commercial,Female,0.4768041237
10,4,11,Car,15,29,Commercial,Male,0.3788659794
10,0,1,Car,8,62,Motorcycle,Male,0.6288659794
5,4,46,Motorcycle,12,46,Commercial,Male,0.2293814433
10,7,31,Motorcycle,7,53,Motorcycle,Male,0.5128865979
8,3,22,Car,3,30,Commercial,Male,0.4536082474
15,8,3,Motorcycle,2,21,Commercial,Female,0.5721649485
4,6,0,Motorcycle,8,60,Motorcycle,Female,0.5850515464
19,6,12,Motorcycle,4,30,Commercial,Female,0.8788659794
5,5,2,Car,12,20,Motorcycle,Female,0.2886597938
3,2,0,Car,12,29,Commercial,Female,0.4819587629
7,6,8,Motorcycle,13,26,Commercial,Male,0.4458762887
15,6,1,Motorcycle,18,19,Motorcycle,Male,0.6546391753
15,5,28,Car,15,37,Commercial,Male,0.6134020619
10,0,19,Motorcycle,8,54,Motorcycle,Male,0.5154639175
19,2,32,Car,12,70,Commercial,Male,0.6469072165
13,1,42,Motorcycle,7,48,Commercial,Female,0.4278350515
7,6,19,Car,3,37,Motorcycle,Female,0.3041237113
5,1,4,Motorcycle,2,37,Commercial,Female,0.5154639175
7,4,50,Car,8,53,Motorcycle,Female,0.2242268041
18,2,17,Car,4,70,Commercial,Female,0.7371134021
7,1,7,Car,12,25,Commercial,Male,0.3479381443
0,5,10,Motorcycle,12,28,Motorcycle,Male,0.175257732
12,2,26,Motorcycle,13,63,Commercial,Male,0.5386597938
7,1,25,Motorcycle,18,46,Motorcycle,Male,0.4046391753
20,5,18,Motorcycle,15,53,Commercial,Male,0.8453608247
8,2,20,Motorcycle,8,68,Commercial,Female,0.4819587629
15,6,47,Car,12,65,Motorcycle,Female,0.4793814433
20,6,41,Car,7,67,Commercial,Male,0.6546391753
4,10,7,Motorcycle,3,68,Motorcycle,Male,0.5824742268
10,2,3,Car,2,21,Commercial,Male,0.425257732
16,0,9,Motorcycle,8,27,Commercial,Male,0.6005154639
20,4,32,Motorcycle,4,60,Motorcycle,Male,0.7242268041
8,5,18,Car,12,36,Commercial,Female,0.2706185567
16,7,5,Car,12,23,Motorcycle,Female,0.6134020619
14,3,12,Car,13,44,Commercial,Female,0.6855670103
0,6,24,Motorcycle,18,33,Commercial,Female,0.2963917526
20,5,22,Motorcycle,15,40,Motorcycle,Female,0.6288659794
15,5,13,Motorcycle,8,31,Commercial,Male,0.5
12,9,7,Motorcycle,12,35,Motorcycle,Male,0.7757731959
19,10,9,Motorcycle,7,61,Commercial,Male,0.9536082474
2,2,39,Car,3,52,Commercial,Male,0.1546391753
13,0,14,Motorcycle,2,32,Motorcycle,Male,0.3917525773
2,5,10,Motorcycle,8,28,Commercial,Female,0.2654639175
17,1,3,Motorcycle,4,21,Motorcycle,Female,0.6494845361
13,3,8,Car,12,26,Commercial,Female,0.4819587629
16,10,34,Car,12,45,Commercial,Female,0.6572164948
5,0,1,Motorcycle,13,19,Motorcycle,Female,0.2577319588
7,7,2,Car,18,57,Commercial,Male,0.6340206186
1,1,29,Car,15,68,Motorcycle,Male,0.1932989691
17,9,39,Motorcycle,8,62,Commercial,Male,0.6572164948
2,3,22,Motorcycle,12,36,Commercial,Male,0.324742268
20,6,8,Motorcycle,7,26,Motorcycle,Male,0.7268041237
1,5,0,Car,3,18,Commercial,Female,0.4948453608
4,6,26,Car,2,69,Motorcycle,Female,0.3582474227
8,9,4,Car,8,30,Commercial,Male,0.6701030928
18,6,43,Car,4,59,Commercial,Male,0.587628866
1,1,11,Car,12,29,Motorcycle,Male,0.05412371134
3,5,9,Car,12,28,Commercial,Male,0.4510309278
16,10,6,Motorcycle,13,62,Motorcycle,Male,0.8994845361
3,4,29,Motorcycle,18,60,Commercial,Female,0.3092783505
5,7,5,Car,15,24,Commercial,Female,0.5850515464
1,6,1,Motorcycle,8,40,Motorcycle,Female,0.5
3,3,22,Motorcycle,12,62,Commercial,Female,0.3505154639
7,2,7,Motorcycle,7,25,Motorcycle,Female,0.4097938144
1,3,29,Motorcycle,3,30,Commercial,Male,0.2448453608
1,6,5,Car,2,38,Commercial,Male,0.4432989691
7,5,16,Motorcycle,8,59,Motorcycle,Male,0.5257731959
4,7,26,Motorcycle,4,47,Commercial,Male,0.3969072165
13,7,44,Motorcycle,12,54,Motorcycle,Male,0.4896907216
12,6,3,Car,12,21,Commercial,Female,0.5902061856
18,6,14,Car,13,62,Commercial,Female,0.8118556701
0,5,24,Motorcycle,18,25,Motorcycle,Female,0.2835051546
11,8,8,Motorcycle,15,31,Commercial,Female,0.7293814433
19,5,19,Motorcycle,8,36,Motorcycle,Female,0.8118556701
2,3,29,Motorcycle,12,42,Commercial,Male,0.2706185567
13,7,11,Motorcycle,7,51,Commercial,Male,0.7448453608
4,2,46,Motorcycle,3,52,Motorcycle,Male,0.1778350515
16,7,21,Car,2,62,Commercial,Male,0.7190721649
16,2,2,Motorcycle,8,39,Motorcycle,Male,0.8273195876
10,9,26,Car,4,53,Commercial,Female,0.5515463918
11,5,28,Motorcycle,12,46,Commercial,Female,0.381443299
3,0,43,Motorcycle,12,67,Motorcycle,Male,0.1494845361
8,2,4,Motorcycle,13,56,Commercial,Male,0.6056701031
19,8,22,Motorcycle,18,62,Motorcycle,Male,0.8273195876
14,1,18,Car,15,45,Commercial,Male,0.6134020619
0,8,38,Motorcycle,8,48,Commercial,Male,0.2139175258
20,2,1,Car,12,45,Motorcycle,Female,0.912371134
20,8,4,Car,7,19,Commercial,Female,0.9922680412
0,6,8,Motorcycle,3,26,Motorcycle,Female,0.1804123711
2,8,19,Car,2,43,Commercial,Female,0.3865979381
11,3,27,Car,8,47,Commercial,Female,0.4922680412
5,6,7,Car,4,33,Motorcycle,Male,0.5309278351
2,4,3,Car,12,21,Commercial,Male,0.1365979381
7,0,29,Motorcycle,12,69,Motorcycle,Male,0.3608247423
12,6,34,Car,13,41,Commercial,Male,0.5025773196
11,6,24,Motorcycle,18,49,Commercial,Male,0.5798969072
19,3,12,Motorcycle,15,54,Motorcycle,Female,0.8402061856
1,4,5,Car,8,39,Commercial,Female,0.4175257732
16,8,21,Car,12,39,Motorcycle,Female,0.5541237113
18,6,13,Car,7,20,Commercial,Female,0.8453608247
18,0,48,Motorcycle,3,69,Commercial,Female,0.4974226804
14,0,38,Car,2,49,Motorcycle,Male,0.4458762887
15,3,15,Motorcycle,8,26,Commercial,Male,0.7139175258
15,5,0,Motorcycle,4,23,Motorcycle,Male,0.881443299
5,7,49,Motorcycle,12,69,Commercial,Male,0.2448453608
1,0,4,Motorcycle,12,30,Commercial,Male,0.3994845361
10,9,45,Car,13,54,Motorcycle,Female,0.4046391753
2,9,22,Motorcycle,18,28,Commercial,Female,0.4020618557
8,8,30,Motorcycle,15,56,Motorcycle,Male,0.4819587629
19,0,32,Motorcycle,8,68,Commercial,Male,0.6469072165
15,1,31,Car,12,58,Commercial,Male,0.5386597938
7,9,11,Car,7,29,Motorcycle,Male,0.3273195876
12,4,36,Motorcycle,3,60,Commercial,Male,0.4871134021
3,0,3,Motorcycle,2,47,Motorcycle,Female,0.4587628866
1,2,35,Motorcycle,8,55,Commercial,Female,0.1855670103
16,4,19,Motorcycle,4,58,Commercial,Female,0.7216494845
17,8,34,Motorcycle,12,62,Motorcycle,Female,0.6829896907
16,2,17,Motorcycle,12,27,Commercial,Female,0.7113402062
5,2,44,Car,13,59,Motorcycle,Male,0.1932989691
19,7,3,Car,18,42,Commercial,Male,0.9355670103
10,6,8,Motorcycle,15,61,Commercial,Male,0.6778350515
19,3,1,Motorcycle,8,57,Motorcycle,Male,0.925257732
17,10,15,Car,12,51,Commercial,Male,0.8298969072
13,2,9,Motorcycle,7,27,Motorcycle,Female,0.4484536082
0,6,8,Motorcycle,3,24,Commercial,Female,0.4458762887
1,5,22,Motorcycle,2,42,Commercial,Female,0.324742268
6,4,10,Motorcycle,8,41,Motorcycle,Female,0.5335051546
9,10,44,Motorcycle,4,58,Commercial,Female,0.425257732
5,3,12,Motorcycle,12,23,Motorcycle,Male,0.5051546392
12,3,3,Car,12,32,Commercial,Male,0.7036082474
10,9,22,Motorcycle,13,41,Commercial,Male,0.6082474227
16,7,12,Motorcycle,18,34,Motorcycle,Male,0.8144329897
17,4,25,Car,15,58,Commercial,Male,0.675257732
4,4,26,Motorcycle,8,44,Motorcycle,Female,0.3582474227
14,5,14,Car,12,32,Commercial,Female,0.4948453608
13,9,11,Car,7,29,Commercial,Male,0.5128865979
17,4,0,Motorcycle,3,33,Motorcycle,Male,0.8943298969
6,1,38,Motorcycle,2,58,Commercial,Male,0.2783505155
10,1,27,Motorcycle,8,33,Motorcycle,Male,0.4664948454
5,10,19,Car,4,37,Commercial,Male,0.3273195876
